Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Possibilidade de financiamento,Tipo de cor,Classe do veículo,IUC,Inspecção válida até,Origem,Não fumador,IVA Discriminado,Autonomia Máxima,Sub-modelo,Consumo Combinado,Bateria,Garantia de Fábrica até,Capacidade da bateria,ou até,Autonomia,Consumo,Site,Portugal,Data
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Dezembro,2022,34 600 km,1 199 cm3,102 cv,SUV / TT,Cinzento,Manual,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,21 690,8091483664,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PB2x2.html,Sim,Sim,,,,,Nacional,,,,,"5,40 l/100km",,5 Março 2027,,,,,StandVirtual,Yes,2024-03-05
Profissional,MINI,One,Sport Edition Auto,Gasolina,Maio,2021,62 700 km,1 499 cm3,102 cv,Utilitário,Cinzento,Automática,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,28 900,8091038060,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-one-sport-edition-auto-ID8PzaBS.html,Sim,Sim,,,,,Nacional,,,,,"5,80 l/100km",,5 Março 2027,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Outubro,2020,69 964 km,1 199 cm3,83 cv,Citadino,Cinzento,Manual,5,5,5,Tracção dianteira,123 g/km,18 Meses,1,Sim,Sim,,,Usados,Mostrar VIN,15 500,8091521446,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PBcmq.html,,,Metalizado,Classe 1,"148,22 €",,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,T-Roc,1.0 TSI Style,Gasolina,Junho,2021,73 172 km,999 cm3,110 cv,SUV / TT,Cinzento,Manual,6,5,4,Tracção dianteira,135 g/km,18 Meses,1,Sim,Sim,"6,20 l/100km","4,60 l/100km",Usados,Mostrar VIN,21 450,8091619028,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-0-tsi-style-ID8PBBKk.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,i3,94Ah +Comfort Package Advance,Eléctrico,Setembro,2018,85 306 km,,170 cv,Citadino,Azul,Automática,,5,4,Tracção dianteira,,18 Meses,,Sim,Sim,,,Usados,,17 900,8090922992,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-94ah-comfort-package-advance-ID8PyGFV.html,Sim,Sim,Metalizado,Classe 1,,1 Setembro 2024,,Sim,Sim,240 km,Série i,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Janeiro,2020,81 000 km,999 cm3,100 cv,Utilitário,Preto,Manual,,5,5,,,18 Meses,,,,,,Usados,,16 900,8090643758,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8Pxv2a.html,,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,MINI,Cooper,Auto,Gasolina,Setembro,2020,62 049 km,1 499 cm3,136 cv,Citadino,Branco,Automática,,3,3,Tracção dianteira,,18 Meses,,Sim,Sim,,,Usados,,24 900,8090888085,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-auto-ID8PyxAW.html,Sim,Sim,,Classe 1,,1 Setembro 2024,,Sim,Sim,,,"5,10 l/100km",,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Feel J17,Diesel,Fevereiro,2019,98 000 km,1 560 cm3,100 cv,Utilitário,Azul,Manual,5,5,5,Tracção dianteira,,18 Meses,1,,Sim,,,Usados,,17 999,8091938247,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-feel-j17-ID8PCVN1.html,,Sim,Metalizado,Classe 1,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2019,106 289 km,1 461 cm3,116 cv,Utilitário,Branco,Automática,7,5,5,Tracção dianteira,123 g/km,18 Meses,1,Sim,Sim,,,Usados,Mostrar VIN,29 900,8090340445,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pvf81.html,Sim,Sim,,Classe 1,"154,12 €",2 Março 2025,Nacional,,Sim,,Classe A,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Hyundai,Kauai,1.0 T-GDi Premium Pele/Tec.Lima,Gasolina,Outubro,2019,25 300 km,998 cm3,120 cv,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,125 g/km,18 Meses,1,Sim,Sim,"6,30 l/100km",5 l/100km,Usados,Mostrar VIN,18 950,8090982435,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-pele-tec-lima-ID8PyV8H.html,,,Metalizado,Classe 1,,31 Outubro 2025,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,CLA 180,,Diesel,Maio,2018,59 200 km,1 461 cm3,109 cv,Carrinha,Azul,Manual,6,5,5,,,18 Meses,,Sim,Sim,"4,70 l/100km","3,80 l/100km",Usados,,22 990,8091877217,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PCGUF.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,Classe CLA,"4,10 l/100km",,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Ford,Fiesta,1.0 EcoBoost ST-Line,Gasolina,Julho,2021,42 000 km,998 cm3,100 cv,Utilitário,Vermelho,Manual,6,5,5,,,36 Meses,,,Sim,,,Usados,,18 500,8090842486,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-st-line-ID8PylJs.html,Sim,Sim,,Classe 1,,,Nacional,,,,,,,1 Julho 2028,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.0 TCe Techno Bi-Fuel,GPL,Março,2021,87 297 km,999 cm3,100 cv,Utilitário,Cinzento,Manual,,5,5,,111 g/km,18 Meses,1,,Sim,,,Usados,,17 990,8091183084,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-techno-bi-fuel-ID8PzMkY.html,,Sim,,,111 €,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Intens EDC,Diesel,Outubro,2020,78 348 km,1 461 cm3,115 cv,Carrinha,Outra,Automática,7,5,5,Tracção dianteira,108 g/km,18 Meses,1,,Sim,,,Usados,,22 690,8091259344,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-intens-edc-ID8PA6aY.html,,Sim,Metalizado,Classe 1,,20 Outubro 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Captur,1.3 TCe Intens EDC,Gasolina,Setembro,2021,84 693 km,1 332 cm3,140 cv,SUV / TT,Cinzento,Automática,,5,5,,,18 Meses,1,,Sim,,,Usados,,23 990,8091265949,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-3-tce-intens-edc-ID8PA7Tw.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.0 TCe Techno,Gasolina,Outubro,2022,28 865 km,999 cm3,90 cv,Citadino,Cinzento,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,16 880,8091729012,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-techno-ID8PC4mg.html,,Sim,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Ford,Focus,1.0 EcoBoost ST-Line,Gasolina,Junho,2019,77 034 km,998 cm3,125 cv,Utilitário,Vermelho,Manual,6,5,5,,,18 Meses,,,Sim,,,Usados,,20 800,8090451547,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-st-line-ID8PvI1Z.html,,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,MINI,Countryman,One D,Diesel,Fevereiro,2019,119 818 km,1 496 cm3,116 cv,Utilitário,Branco,Manual,6,5,5,,,18 Meses,,,Sim,,,Usados,,23 700,8091023862,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-ID8Pz6US.html,,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Shine,Diesel,Outubro,2020,30 800 km,1 499 cm3,102 cv,Utilitário,Prateado,Manual,,5,5,,,36 Meses,,,Sim,,,Usados,,18 700,8090817937,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-shine-ID8Pyflw.html,,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,SEAT,Arona,,Gasolina,Abril,2022,53 786 km,999 cm3,110 cv,Citadino,Cinzento,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,16 490,8091729011,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-ID8PC4mf.html,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,,Híbrido (Gasolina),Outubro,2020,50 240 km,1 598 cm3,100 cv,Citadino,Vermelho,Automática,,5,5,,,18 Meses,,,Sim,,,Usados,,19 990,8091729013,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8PC4mh.html,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Alfa Romeo,Giulietta,,Diesel,Junho,2018,92 169 km,1 598 cm3,120 cv,Citadino,Branco,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,15 980,8091729014,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-ID8PC4mi.html,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Dacia,Spring,Electric 45 Comfort Plus,Eléctrico,Agosto,2022,1 000 km,,45 cv,SUV / TT,Branco,Automática,,5,,Tracção dianteira,,18 Meses,,,,,,Usados,,16 500,8090617820,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-spring-electric-45-comfort-plus-ID8PxphO.html,,Sim,,Classe 1,,,Importado,,Sim,,,,Própria,,,,,,StandVirtual,Yes,2024-03-05
Particular,Dacia,Jogger,1.0 ECO-G Extreme 7L Bi-Fuel,GPL,Outubro,2023,7 000 km,999 cm3,101 cv,Carrinha,Preto,Manual,6,5,7,Tracção dianteira,136 g/km,,,,,"7,50 l/100km","6,10 l/100km",Usados,Mostrar VIN,21 490,8091917303,2 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-jogger-1-0-eco-g-extreme-7l-bi-fuel-ID8PCRld.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Audi,A3 Limousine,1.0 TFSI Design S tronic,Gasolina,Fevereiro,2017,77 719 km,999 cm3,116 cv,Sedan,Preto,Automática,,4,4,Integral,,18 Meses,1,Sim,Sim,,,Usados,,21 900,8091600746,4 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-0-tfsi-design-s-tronic-ID8PBvZs.html,Sim,Sim,Metalizado,Classe 1,,1 Fevereiro 2025,,Sim,,,,4 l/100km,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,E 200,,Diesel,Junho,2015,61 267 km,2 143 cm3,136 cv,Sedan,Preto,Automática,,5,5,,,18 Meses,1,Sim,Sim,,,Usados,,29 900,8063804019,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-200-ID8NITN9.html,,Sim,Metalizado,Classe 1,,,,Sim,,,Classe E,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,SEAT,Arona,,Gasolina,Abril,2022,53 786 km,999 cm3,110 cv,Citadino,Cinzento,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,16 490,8091729011,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-ID8PC4mf.html,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,,Híbrido (Gasolina),Outubro,2020,50 240 km,1 598 cm3,100 cv,Citadino,Vermelho,Automática,,5,5,,,18 Meses,,,Sim,,,Usados,,19 990,8091729013,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8PC4mh.html,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Alfa Romeo,Giulietta,,Diesel,Junho,2018,92 169 km,1 598 cm3,120 cv,Citadino,Branco,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,15 980,8091729014,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-ID8PC4mi.html,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.0 TCe Techno,Gasolina,Outubro,2022,29 990 km,999 cm3,90 cv,Citadino,Cinzento,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,16 880,8091729006,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-techno-ID8PC4ma.html,,Sim,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,,Gasolina,Outubro,2022,33 589 km,999 cm3,90 cv,Citadino,Outra,Manual,,5,5,,,18 Meses,,,Sim,,,Usados,,16 880,8091729004,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8PC4m8.html,,Sim,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Bose Edition,Diesel,Janeiro,2017,104 991 km,1 461 cm3,110 cv,Carrinha,Preto,Manual,6,5,5,Tracção dianteira,95 g/km,18 Meses,,Sim,Sim,"4,20 l/100km","3,40 l/100km",Usados,,15 950,8091877204,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-bose-edition-ID8PCGUs.html,,,Metalizado,Classe 1,154 €,30 Janeiro 2025,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Skoda,Kamiq,1.0 TSI Ambition,Gasolina,Fevereiro,2023,10 000 km,999 cm3,95 cv,SUV / TT,Cinzento,Manual,,5,5,,,36 Meses,,,Sim,,,Usados,,20 990,8090633267,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-kamiq-1-0-tsi-ambition-ID8PxtiX.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Outubro,2022,30 000 km,999 cm3,90 cv,SUV / TT,Preto,Manual,,5,5,,,24 Meses,,,Sim,,,Usados,,19 990,8091843873,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8PCyeR.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Qashqai,1.5 dCi Acenta,Diesel,Julho,2018,123 000 km,1 461 cm3,110 cv,SUV / TT,Cinzento,Manual,6,5,5,,,18 Meses,,,,,,Usados,,19 900,8091503474,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-ID8PB7Gy.html,Sim,,,Classe 1,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,X2,16 d sDrive Auto Pack M,Diesel,Maio,2019,195 000 km,1 496 cm3,116 cv,SUV / TT,Preto,Automática,,5,5,,,18 Meses,,,,,,Usados,,24 900,8091507094,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-pack-m-ID8PB8CV.html,Sim,Sim,,Classe 1,,,Nacional,Sim,,,Série X,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,116,d Advantage,Diesel,Agosto,2018,100 000 km,1 496 cm3,116 cv,Utilitário,Preto,Manual,6,5,5,,,18 Meses,,,,,,Usados,,19 900,8091937910,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PCVHA.html,Sim,Sim,,Classe 1,,,Importado,,,,Série 1,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Cupra,Formentor,,Híbrido Plug-In,Agosto,2021,29 743 km,1 395 cm3,204 cv,Citadino,Branco,Automática,,5,5,,,18 Meses,,,Sim,,,Usados,,29 990,8091597858,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-ID8PBveS.html,,,Metalizado,,,,Importado,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Zoe,Intens 50,Eléctrico,Junho,2021,66 000 km,,109 cv,Citadino,Branco,Automática,,5,5,Tracção dianteira,,18 Meses,,Sim,Sim,,,Usados,Mostrar VIN,21 800,8089562694,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8PsYNE.html,Sim,Sim,Metalizado,Classe 1,,,,Sim,,395 km,,,Própria,,,,395 km,17 kWh/100km,StandVirtual,Yes,2024-03-05
Profissional,VW,Taigo,1.0 TSI Life,Gasolina,Janeiro,2023,12 334 km,999 cm3,95 cv,SUV / TT,Cinzento,Manual,5,5,5,Tracção dianteira,,36 Meses,,Sim,Sim,,,Usados,Mostrar VIN,22 750,8091877200,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-taigo-1-0-tsi-life-ID8PCGUo.html,,Sim,Metalizado,Classe 1,,27 Janeiro 2027,Nacional,Sim,,,,,,27 Janeiro 2026,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,2008,1.2 PureTech Allure EAT8,Gasolina,Dezembro,2023,3 500 km,1 199 cm3,130 cv,SUV / TT,Cinzento,Automática,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,29 700,8091705095,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-eat8-ID8PBY8w.html,Sim,Sim,,,,,Nacional,,,,,"5,90 l/100km",,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Dezembro,2022,22 046 km,999 cm3,92 cv,Utilitário,Preto,Manual,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,17 990,8091601439,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PBxaD.html,Sim,Sim,,,,,Nacional,,,,,"5,40 l/100km",,5 Março 2027,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,2008,,Gasolina,Novembro,2023,1 500 km,1 199 cm3,101 cv,SUV / TT,Branco,Manual,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,27 900,8091705091,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-ID8PBY8r.html,Sim,Sim,,,,,Nacional,,,,,"5,50 l/100km",,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Outubro,2022,20 500 km,1 332 cm3,140 cv,SUV / TT,Prateado,Manual,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,27 990,8091601435,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8PBxaz.html,Sim,Sim,,,,,Nacional,,,,,"6,30 l/100km",,5 Março 2027,,,,,StandVirtual,Yes,2024-03-05
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Janeiro,2023,23 360 km,999 cm3,92 cv,Utilitário,Prateado,Manual,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,18 490,8091601431,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PBxaw.html,Sim,Sim,,,,,Nacional,,,,,"5,40 l/100km",,5 Março 2027,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Março,2023,26 500 km,1 199 cm3,102 cv,SUV / TT,Cinzento,Manual,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,23 390,8091483663,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PB2x1.html,Sim,Sim,,,,,Nacional,,,,,"5,40 l/100km",,5 Março 2027,,,,,StandVirtual,Yes,2024-03-05
Particular,Mercedes-Benz,A 250,e Progressive,Híbrido Plug-In,Novembro,2020,57 000 km,1 332 cm3,218 cv,Utilitário,Cinzento,Automática,8,5,5,Tracção dianteira,23 g/km,,,Sim,Sim,,,Usados,,26 450,8091628463,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8PBEcw.html,,,Metalizado,Classe 1,,,,Sim,,,Classe A,,,16 Dezembro 2026,,,,,StandVirtual,Yes,2024-03-05
Profissional,Renault,Clio,1.5 Blue dCi RS Line,Diesel,Julho,2020,132 057 km,1 461 cm3,115 cv,Citadino,Cinzento,Manual,6,5,5,,,18 Meses,,,Sim,,,Usados,,17 900,8091665420,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-rs-line-ID8PBNOA.html,,Sim,Metalizado,Classe 1,,,Importado,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido Plug-In,Agosto,2019,298 652 km,1 950 cm3,306 cv,Sedan,Preto,Automática,9,4,5,Tracção traseira,,36 Meses,1,Sim,Sim,,,Usados,,29 990,8091937725,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-avantgarde-ID8PCVEB.html,,Sim,,Classe 1,,,Nacional,Sim,,,Classe E,,,,,,51 km,"16,10 kWh/100km",StandVirtual,Yes,2024-03-05
Profissional,Opel,Zafira,2.0 CDTi Innovation S/S,Diesel,Julho,2017,60 300 km,1 956 cm3,170 cv,Monovolume,Preto,Manual,6,5,7,Tracção dianteira,,18 Meses,1,Sim,Sim,,,Usados,,20 990,8091751631,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-zafira-2-0-cdti-innovation-s-s-ID8PCaf5.html,Sim,Sim,Metalizado,Classe 1,,15 Julho 2025,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,508,1.5 BlueHDi Allure EAT8,Diesel,Abril,2019,55 400 km,1 499 cm3,130 cv,Sedan,Preto,Automática,8,5,5,Tracção dianteira,,18 Meses,1,,,,,Usados,,22 500,8091612869,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-5-bluehdi-allure-eat8-ID8PBA8Z.html,Sim,Sim,,,,16 Abril 2025,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Jaguar,E-Pace,2.0 i4D R-Dynamic S,Diesel,Dezembro,2018,48 600 km,1 999 cm3,150 cv,SUV / TT,Vermelho,Manual,6,5,5,Tracção dianteira,,18 Meses,1,Sim,Sim,,,Usados,,29 500,8091759144,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-e-pace-2-0-i4d-r-dynamic-s-ID8PCccg.html,Sim,Sim,Metalizado,,,21 Dezembro 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Passat Variant,2.0 TDi Confortline DSG,Diesel,Janeiro,2019,169 500 km,1 968 cm3,150 cv,Carrinha,Preto,Automática,6,5,5,Tracção dianteira,,18 Meses,1,Sim,Sim,"5,10 l/100km",,Usados,,18 890,8089054018,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-2-0-tdi-confortline-dsg-ID8PqQtc.html,Sim,Sim,,Classe 1,,1 Janeiro 2025,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Mokka,1.2 T Elegance,Gasolina,Junho,2022,25 523 km,1 199 cm3,100 cv,SUV / TT,Azul,Manual,6,5,5,,124 g/km,18 Meses,,,,,,Usados,,23 490,8090890412,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-mokka-1-2-t-elegance-ID8Pyycs.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,118,d Line Sport Auto,Diesel,Julho,2018,105 562 km,1 995 cm3,150 cv,Sedan,Preto,Automática,,5,5,,104 g/km,18 Meses,,,,,,Usados,Mostrar VIN,20 900,8090411866,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-118-d-line-sport-auto-ID8PvxHY.html,Sim,Sim,Metalizado,,,,Importado,Sim,,,Série 1,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mazda,6,2.2 Kombi SKYACTIV-D Aut. Center-Line,Diesel,Julho,2015,150 800 km,2 191 cm3,150 cv,Carrinha,Preto,Automática,,5,5,Tracção dianteira,,18 Meses,,,Sim,6 l/100km,,Usados,,16 000,8091762329,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-6-2-2-kombi-skyactiv-d-aut-center-line-ID8PCd1D.html,,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Ford,EcoSport,1.0 EcoBoost Titanium Plus,Gasolina,Janeiro,2021,54 246 km,998 cm3,125 cv,SUV / TT,Cinzento,Manual,6,5,5,,119 g/km,18 Meses,,,,,,Usados,,17 750,8091802230,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-ecosport-1-0-ecoboost-titanium-plus-ID8PCnpc.html,Sim,Sim,Metalizado,,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500X,1.0 FireFly Cross,Gasolina,Agosto,2021,56 725 km,999 cm3,120 cv,SUV / TT,Branco,Manual,6,5,5,,142 g/km,18 Meses,,,,,,Usados,Mostrar VIN,16 900,8090922581,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-0-firefly-cross-ID8PyGzj.html,Sim,Sim,Metalizado,,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
